GRB071031.qdp,0,136.434,150.429,156.52,127.84321495011385,115.51228842087122,3.2651110658900553,2.478835784007742e-09,3.24192471657912,60.652356145893506,0.5765293779205004,5.090645606693337e-08,489.32206992789486,338.47322423644533,150.84884569144953,121.1286,14.7983
GRB071031.qdp,1,164.014,164.674,168.888,163.0196581511372,4.227173828278913,1.5416309987676555,82.8871127564762,0.1513428707027114,0.8466074187257464,0.09613720170954977,23.232558390204424,155.80657721685395,14.6531147598387,141.15346245701525,119.752,14.63012
GRB071031.qdp,2,185.174,190.47,195.576,177.6164691299241,82.15599784815217,1.904492095163029,7.574729702096838e-12,0.1668862907586794,0.0,0.05044090475200412,7.26015248211771e-12,605.1353738861046,299.43895042277137,305.69642346333325,195.1756,20.57349
GRB071031.qdp,3,269.529,282.214,293.843,268.4339329496195,0.09622517362801612,11.976178253686957,115.64495859320398,0.17632110275667087,0.07729240893560153,0.5099306611439167,5.2673520609079185,1086.3096837932405,813.274154143704,273.0355296495365,173.3645,22.54015
GRB071031.qdp,4,324.587,325.683,330.063,324.58700038338725,0.7625191907809419,5.491856412982047,10.503458431915556,0.8123932934162065,1.3391208858832837,2.475815475901527,4.351021439614521,24.829236202631847,2.7195767567132823,22.109659445918567,144.7949,17.68963
GRB071031.qdp,5,339.777,344.965,350.966,331.91993112355965,89.40923588263303,2.1001003540341023,7.716647295302047e-12,0.36984500364690875,0.0,0.11124285134155029,1.4581326886274543e-11,408.1413752837618,158.04253337528013,250.0988419084817,169.9812,19.26545
GRB071031.qdp,6,489.035,508.968,516.845,484.0647483686898,149.06022487160254,3.4306688328756634,1.9521795033537226e-12,0.8086654101736719,0.0,0.24702233537801715,5.125533570880924e-12,377.4038976067398,232.75189084382384,144.65200676291596,63.55583,9.948057
GRB071025.qdp,0,99.279,104.199,111.779,91.29073937209775,88.03314220236578,2.029419985753841,8.381515210701772e-12,0.35732278103866544,0.0,0.09643082934732869,1.4476052520984203e-11,928.9422946380229,344.70399422653054,584.2383004114923,196.9632,26.32305
GRB071025.qdp,1,247.976,400.925,868.696,344.29499685014196,28.103771836056744,391.89240150613836,1.2995095731657114,156.8978414738587,183.82970354788532,413.58099606827784,1.192251151535286,305.5007656568907,23.577280734067195,281.9234849228235,18.19509,3.285826
GRB110411A.qdp,0,94.165698380445,97.0483033608769,109.614,90.10704785923902,16.359424464005567,3.3075240789940357,40.862941462220896,0.7116275822837239,4.649447418845466,0.23925414153018928,39.09763356232896,584.1154966682398,153.08499275494154,431.03050391329816,93.9280167063694,14.0678033592173
GRB110411A.qdp,1,124.564,142.494,153.578,116.86898862400596,152.06778998608655,3.4930441177391507,4.565437715390932e-12,0.0,0.0,0.0,1.4900813713562608e-15,1036.7336545580195,611.7494388248383,424.98421573318114,148.2639,18.12858
GRB110411A.qdp,2,484.079,645.43,1075.167,584.1449471396899,38.23240879829015,72.2542209038822,3.0273448540128767,38.79609032529024,105.5429159895456,35.780363804545466,1.4514884927840106,159.55888316361072,47.04102939559531,112.51785376801541,1.696236,0.3629294
GRB100807A.qdp,0,447.819,526.542,823.086,457.1073766394217,53.74064104836653,51.54085196421779,9.704973630878742,24.775833583380614,61.157409245920505,8.476658093325707,0.7424015756497728,382.4638187957096,158.07841933443154,224.38539946127807,4.739983,0.9491288
GRB130418A.qdp,0,129.557,142.092,153.708,128.54300004425122,1.5233537050219161,19.009816890679343,5.2747868954717685,1.3807368476971416,2.5472586078040016,9.406469920370773,2.6030235820173946,58.43347965866242,36.03356044396786,22.399919214694567,90.01794,13.8077
GRB130418A.qdp,1,220.05,224.947,234.382,222.634809043198,17.043921969184044,0.3244247741113257,8.110415579983427e-16,0.2828716154457609,0.0,0.06284670503260643,7.075408996337378e-15,42.66386559558752,15.916731888664154,26.747133706923364,75.11531,11.13215
GRB111129A.qdp,0,228.363,243.083,253.812,213.60722863565584,177.14777546270582,4.093393568948346,1.1853553434708936e-11,0.37185862146926923,0.0,0.1279633622633626,1.3443403735552639e-11,2403.3848924637223,1413.3765067177942,990.0083857459282,401.208,49.49552
GRB120224A.qdp,0,751.339,762.333,771.258,751.3330240157558,2.652506425267438e-05,2.029822870590833,41.59863073390232,5.104202797385666,3.663911707055085,3.1119860846831955,37.60122880830155,84.1803088552085,83.81078674261263,0.36952211259586576,433.3757,55.71442
GRB120224A.qdp,1,1215.154,1231.16,1241.89,1217.980700954044,49.0494069497621,1.484168280136192,8.900306714717712e-09,11.36532852896983,201.30832289393157,1.9367278194362711,1.3088974112847366e-06,132.47087368385684,117.62139967172307,14.849474012133767,231.0231,29.41668
GRB090807.qdp,0,73.067,85.334,96.311,73.27109146275042,80.59953106067799,2.7681835090047895,2.0167294172558338e-07,26.4081704248313,432.07511940212277,4.579122182655223,3.338076825860104e-05,189.02763310202926,33.7381725701689,155.28946053186036,96.72397,15.15456
GRB121024A.qdp,0,74.162,94.535,102.119,101.87373115339632,4.670282717910679,2.6753954137629115,47.39993470387091,7869.561745498234,15634.721556408818,633.1401936052407,298197.8335223025,1.573845797191422e-08,0.0,1.573845797191422e-08,67.56261,9.961766
GRB050607.qdp,0,99.589,108.956,117.459,95.30900683529295,95.73520218559239,2.189901236769233,9.857064253030685e-12,0.461906934965788,0.0,0.12483466391196327,2.0612674660204076e-11,1598.5855932156005,553.1848857104808,1045.4007075051197,262.4678,35.22145
GRB050607.qdp,1,151.475,172.119,206.181,161.37711773463835,27.100761119742195,11.335546017002466,49.823073956214316,8969525.14363996,338844.27525934076,54033.81406323595,1545400.23976906,613.6823951369273,51.95048929995428,561.731905836973,44.8542,6.977921
GRB110305A.qdp,0,70.0768484694875,72.5743935813263,86.322,64.44295223901787,41.91641825255831,2.3378221239979293,0.009866529790031947,2.282702349169638,31.27617898628542,0.5164592900054576,0.1297751336419914,1081.070529581829,177.81320590294416,903.257323678885,245.734103907833,31.7412324671263
GRB110305A.qdp,1,93.764,103.586,115.089,98.28635677175208,7.627951709259844,4.94984705068246,109.8459271923302,1.3216593829345404,5.550914992616548,0.9761637747171976,31.62804128704519,416.58834771206136,96.03553608778401,320.55281162427735,110.5194,13.85045
GRB070925.qdp,0,468.623,602.122,696.837,407.06745502305665,1268.2441565092997,29.158562168359392,4.714455180118994e-13,6.612464434850229,0.0,1.946274626963497,1.1463104378951284e-12,832.520839439461,385.19345069287766,447.3273887465834,12.9571,2.170675
GRB100702A.qdp,0,83.564,90.77,110.338,85.25204168325037,6.673656441019378,5.44915998946755,69.15232254098258,0.6635138440675945,2.3998322867717654,0.4797193080982942,4.930793870999728,290.79481091021285,67.27835542348653,223.51645548672633,53.40722,8.113763
GRB100702A.qdp,1,520.749,578.648,666.462,526.9409907120838,4.080034254094886,44.54026890027475,1.5864127980928266,13.353220331697484,13.002916216869894,25.892724755336634,1.1929611474186803,57.04111027347754,37.250781749947684,19.79032852352986,8.355448,1.569567
GRB060505.qdp,0,124.4,137.011,158.052,111.0491077516643,173.29393903711193,4.025794126759219,8.033331234610824e-12,0.6586759434607743,0.0,0.19496126677097037,1.4012937683524116e-11,1444.9906230405238,547.706599887917,897.2840231526068,173.7698,19.1901
GRB060505.qdp,1,163.34,170.701,180.901,160.75536730674673,33.09921078143593,2.9288091110623657,0.6812969973382882,2.881470956399317,30.207905053746156,0.822126572008476,6.394090824968716,625.311901805148,241.86471298188167,383.4471888232663,142.0996,17.23243
GRB090812.qdp,0,188.95,213.501,338.26,163.74072416643958,139.15139801326737,31.448276655011302,3.383256378519571,17.640410117389674,118.66887224456822,7.851670285919749,8.555875378077934,349.11989255965483,50.703493359413905,298.4163992002409,8.371594,1.640619
GRB081102.qdp,0,314.672,328.601,357.818,314.6720440315503,2.635778172748845e-05,28.80073382083798,2.2578060915839013,1.720753146542848,2.351003424755513,15.42292930156294,1.1780199371595592,50.48278163925572,24.928536329925485,25.55424530933023,45.55128,8.305825
GRB070110.qdp,0,159.683,222.542,297.052,135.82369313873485,531.3149710291225,12.157799222682147,4.606870445113974e-13,5.70989054764794,0.0,1.606192478902527,2.2343467890757296e-12,448.7331394505471,228.0336577297425,220.69948172080464,9.839322,1.774243
GRB071112C.qdp,0,238.442,337.424,1859.619,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,18.93682,3.170819
GRB130603B.qdp,0,133.509,141.206,143.721,129.57486215201024,67.22313646178777,1.5362073719579565,7.440932315334332e-12,0.3144621128931675,0.0,0.09825504245041163,1.7500581100604844e-11,805.18601827865,572.2643314228161,232.92168685583388,188.9484,20.61884
GRB130603B.qdp,1,167.528,183.897,207.576,145.84810768279127,237.50391204060966,5.415706968793628,1.0309037489616894e-11,0.6972261036663765,0.0,0.18496135174058634,1.2848278916390385e-11,4857.699866645531,2380.111903807935,2477.587962837596,300.9925,38.6644
GRB060115.qdp,0,104.143,106.473,111.495,100.87249527143123,26.839174968945468,1.2441979016505988,0.00034614016221944024,0.5171455731333992,7.437484516486414,0.10820177136357362,0.002119946849188235,341.83269848101173,118.10898013172508,223.72371834928666,145.8905,17.56318
GRB060115.qdp,1,191.856,199.068,210.016,179.10621988800585,132.06388995763487,3.0655879666558152,8.561413474427817e-12,0.3879477725111746,0.0,0.1128482252786056,1.1374486120117495e-11,1098.3557712522506,444.82350282959777,653.5322684226528,152.205,18.06344
