GRB080802.qdp,3,"[4.056212622314008, 1.1504664314467838, 1.8133335396642039, 2.034480453472469]","[0.10254906594898881, 0.014961234699498015, 0.09740642706025353, 0.6079760759909923]","[152.43948648830897, 9499.508684455022, 59219.543652549844]","[1.9833139139874398, 1156.5841332870814, 115006.24529220465]",27658255586.866737,13459554990.065926,342.15097784083093,1.110879798184516,316,8,308,49.22813070294329,30356.591479906994
GRB110407A.qdp,1,"[6.62712879063756, 0.4915809475107822]","[0.006824318805014508, 0.05811789314848053]",[308.55299261843254],[16.29203226887453],2010775373985340.0,0.0,105.38987087165162,2.0664680563068947,55,4,51,47.921249333783244,6176.905702448314
GRB060607B.qdp,1,"[0.19807057511820084, 3.983497326809389]","[0.15248520139206367, 0.3633225588359404]",[206.43330493798769],[6.231468774098043],9.238519876439543,4.764408816467044,26.453562337105744,3.779080333872249,11,4,7,22.624287503235983,628.758929946048
GRB060712.qdp,5,"[0.9897035727357347, 0.37536230488445166, 0.8793564455670935, 1.099749206376654, 1.3611675552935323, 2.2118589784207394]","[123240.93861717333, 0.06414279307859408, 0.08524384604714098, 0.04888172334915007, 0.14358171897838165, 0.39504273792381234]","[65.3294650559213, 279.15862852183795, 3245.370747796097, 17530.42228349961, 50593.80400126858]","[30631929.44935081, 31.78058411080689, 2656.7513900371555, 5974.904850123546, 8337.65845106727]",1039.7649356368015,329107980.402472,188.64029993910913,0.8497310808067978,234,12,222,-14.103473087896958,19522.02189728295
GRB110112A.qdp,4,"[1.4249947756176529, 1.791861080266526, -0.18880792253167042, 5.803667117534302, 0.92682594770537]","[645152.4788633994, 0.1625191209886514, 0.15369528187823614, 2.9433458733483695, 0.0]","[82.79816039657061, 1137.629421522791, 10810.186240899939, 13204.79086368985]","[233129285.183235, 212.88641392511605, 528.8972276102032, 3472.1492024174217]",2674.8754499607408,6837421329.562321,23.19605347514287,1.933004456261906,22,10,12,34.49966112284948,1471.8393980007615
GRB130727A.qdp,2,"[0.2642204280263721, 1.126158325192932, 2.5099388314476543]","[0.22997168331199427, 0.3396761936819735, 0.6850301168337113]","[398.835785415043, 3481.4091565788663]","[98.38825234542796, 4901.014186891424]",1.1827936017111602,5.609150950588856,3.6178671663546607,0.9044667915886652,10,6,4,10.995903105177042,279.0891032784631
GRB080625.qdp,4,"[nan, nan, nan, nan, nan]","[-2.416512862145626e-96, 6.94432592999177e-310, 6.94432407784006e-310, -6.063104571510692e-112, 6.9443259306242e-310]","[nan, nan, nan, nan]","[6.94432407784955e-310, 1.0156407453662973e+79, 6.9443259304218e-310, 6.94432407785903e-310]",nan,7.0851668943443205e-245,0.0,-0.0,6,10,-4,-inf,nan
GRB090422.qdp,2,"[0.9304802896953986, 4.711408685369971, 0.199263016288183]","[0.13209676524639197, 0.3074197145716904, 0.5518928315299609]","[229.82595045367512, 1243.6674229383275]","[4.68263590015322, 506.5884827090659]",3571.0404602511553,2426.2856033277676,123.1101278997628,1.431513115113521,92,6,86,45.00334467268955,4852.7629767201715
GRB050607.qdp,4,"[-0.20568622444158471, 4.043620490210231, 0.6353431707560039, 1.3921670896809217, 1.1605754377646562]","[0.6131972306613935, 0.24687762544125846, 0.036860269697953585, 0.16501243581911323, 0.2775951821698519]","[122.9108451890891, 278.31416692747945, 17582.036857406358, 217949.68230324838]","[5.49095237324777, 15.845076271541199, 6270.45897496622, 339903.24928442977]",26.683441824473014,74.40966306199009,378.8174822389145,3.1833401868816344,129,10,119,169.37310142124252,20217.69136633548
GRB090423.qdp,2,"[2.5632309607012185, 0.8846599482813241, 1.4793392822299183]","[0.20815942250955907, 0.03209749440385321, 0.5525717684864068]","[397.0289680173577, 146997.7592611766]","[46.169332457197534, 131116.39773599018]",2514117.924851982,2743402.8233757713,30.23385541041653,0.9752856584005333,37,6,31,11.074079886940964,2872.1191711874544
GRB060908.qdp,1,"[3.0039815593484636, 0.728734736852225]","[1.5018924048214846, 0.03811529840452625]",[266.8748697928073],[69.86518086280871],3475297.5812017014,27298267.047371868,4.339395965592699,0.6199137093703856,11,4,7,2.740075120295132,649.5737117880176
GRB080218A.qdp,2,"[1.9148793848424224, 4.663028969074688, 0.6815550790771792]","[0.8884971528250025, 5.502004147482956, 0.20218060165182725]","[329.7191574267625, 651.3500513424336]","[106.54423105267233, 608.4197861796636]",60304.788391875736,272690.7992637804,17.058408148997927,3.4116816297995856,11,6,5,25.49925847938153,762.9310924079218
GRB110305A.qdp,5,"[1.5357459147405639, 4.16119548670714, 0.14248332675581052, 0.45543954521812574, 1.1396511128326123, 1.554810185894769]","[0.2781399276438917, 0.1944803190118912, 0.28040529135815206, 0.05373810730984488, 0.05195355018085831, 0.2924959993906263]","[120.55726538318501, 259.19216058705445, 759.4894038964535, 7202.547716461812, 64116.53475105387]","[4.283720451606451, 14.56239765131376, 399.3064996132846, 1083.056973113525, 21028.28778779299]",73950.00236301833,93865.33399234162,250.37378025409714,1.360727066598354,196,12,184,84.37175627905042,22061.639351672333
GRB060707.qdp,2,"[0.8469323986250257, 0.4924602304292529, 1.6826456308762243]","[1000788.5186704216, 0.10382093578249806, 0.5576777034270839]","[260.2530200888644, 8703.668474417045]","[1938458838.0303226, 3344.1284943730566]",16.12055123380607,80929671.65323998,22.764792823629545,3.794132137271591,12,6,6,28.001468386368764,650.1513218094588
GRB100305A.qdp,4,"[nan, nan, nan, nan, nan]","[1617247.166817184, 2.3187576283625644, 6.2084710269786365, 2.497642944194928, 10097818339.256054]","[nan, nan, nan, nan]","[23659.25814130467, 8452.843892102484, 1218835171.582027, 996377589410.1969]",nan,872288.8183818845,0.0,-0.0,8,10,-2,-inf,nan
GRB110610A.qdp,4,"[6.9443258706027e-310, 5.2150179132558e-310, -2.1800653329770516, -3.7994210075800043, 0.0]","[nan, nan, nan, nan, nan]","[-0.016366514904026366, 0.0, 0.0, 1.0]","[nan, nan, nan, nan]",nan,nan,0.0,-0.0,7,10,-3,-inf,nan
GRB120422A.qdp,0,[1.211407569166019],[0.006757572533675683],[],[],1010.9374407596092,44.58756706271235,25.26736067387959,1.9436431287599685,15,2,13,13.968461701681026,1310.0117833098525
GRB080426.qdp,1,"[1.5559532332555635, 1.1038997711241805]","[0.011880663341992179, 0.017403396527061694]",[989.8285801399775],[109.99348060775468],12978.65247050289,784.4249538144944,35.40519479894712,1.1064123374670976,36,4,32,11.640415483047317,2440.1926127862594
GRB070925.qdp,3,"[1.4365346691921692, 1.1602906083914395, 0.5989476794203646, 2.1119639532647496]","[0.025281866183180922, 0.018611746391452612, 0.02326119043409568, 0.04922462577842273]","[335.9239667150804, 1833.9497795498896, 12436.63802239826]","[61.3362027117695, 120.49076495912023, 113.78266696645998]",19576.694815705614,3005.630297181479,168.88853939643806,1.8160057999616996,101,8,93,76.2605868725365,9586.839219342544
GRB100702A.qdp,2,"[4.11338707533432, 0.6709414507348822, 1.7243909188709938]","[0.30474626901030843, 0.022637251255869614, 0.049589971244721545]","[87.6502662397967, 4766.172464835449]","[2.774794915519652, 358.5109952665317]",1708255352.8477921,2165275472.253674,246.03196790835756,1.1715807995636074,216,6,210,46.20445268570317,21545.638371853118
GRB060505.qdp,4,"[-0.28861583959874654, 8.032320272324398, 0.541965700713581, 1.1582926056841, 1.5519289436436776]","[0.30750311643835726, 0.39028416011561434, 0.07728801227435603, 0.07800165753156128, 0.6143356583949702]","[180.38448063059002, 319.454200862752, 22366.309733472877, 330822.21068032645]","[2.357566019700308, 13.742394144673542, 4079.534162705659, 302718.6339500069]",12.516673864388437,18.943721653922076,117.68375312607445,1.142560709961888,113,10,103,35.05973376222485,10475.271868550244
GRB060502B.qdp,1,"[nan, nan]","[1.031983369152333e-235, 2.44177744522489e+136]",[nan],[6.9443259303649e-310],nan,6.94432407783057e-310,0.0,-0.0,3,4,-1,-inf,nan
GRB090306B.qdp,3,"[1.9092753191126637, 2.8096955005288637, 1.9073519166542559, 0.29537502779218305]","[0.22713166069731447, 0.10079190715035453, 0.09783784035177426, 0.0]","[211.66907672133667, 556.1577101888046, 7898.793270438299]","[13.45647591994112, 80.2286332496491, 1788.4149343148497]",674970.0822672943,795455.0400700449,90.22440658597326,0.8933109562967649,109,8,101,3.702560771513985,5474.053684108416
GRB080613B.qdp,2,"[1.8437749524199145, 0.8801210867583441, 0.25010399867857636]","[0.22001491766582468, 0.03594513220274306, 0.02683947071840119]","[345.60485389165234, 6459.930255854195]","[46.47997244946302, 590.005557935355]",7632.654609677215,4496.478696945649,15.40096555364888,1.1846896579729909,19,6,13,15.220136117348112,833.3541086959495
GRB090812.qdp,1,"[2.036907209212794, 0.8729860598052983]","[0.007310414665936491, 0.0034716828705804123]",[841.8366020820059],[4.788902391930973],199290.76169330737,8130.21589828567,93.8122800679319,2.1816809318123696,47,4,43,44.6644955179568,2938.066097838231
GRB110128A.qdp,4,"[1.5458145073984941, 3.9831930353414156, 0.08613741681672546, 2.7125751344650246, 0.6168113474443495]","[0.008541841795801431, 0.00867660995732188, 0.004835421952196613, 0.013492653401480943, 0.019159361381249677]","[124.17989254798863, 488.7064486530317, 5613.175781661461, 31906.184541554885]","[0.5554904308010207, 0.9370149922936372, 18.065121479433625, 529.5922742716594]",427881.3034171781,15271.818234763947,363.9911288696708,1.2594848749815597,299,10,289,88.98013958905689,61499.86597866441
GRB081102.qdp,4,"[1.5143168257224646, 0.7168654019124766, 1.1424899280195988, 0.8993523269641934, 1.4238786852354473]","[0.06923901588027058, 0.02127103059944143, 0.01293465753843196, 0.16351054279885566, 0.056895670605606935]","[213.5032147181937, 1182.8901894650703, 51033.03354567374, 226464.46602302743]","[10.380552553212954, 73.72006741358878, 31709.169159672747, 63655.20704633174]",145021.55343348614,49847.3607548444,503.919288132506,0.8101596272226784,632,10,622,-113.05115541450328,105085.26313482245
GRB120711B.qdp,0,[1.43e-322],[2e-323],[],[],1.5e-322,2.5e-323,20.868052088840134,-20.868052088840134,1,2,-1,nan,0.0
GRB070110.qdp,0,[0.8916033184687149],[0.005338985020305074],[],[],103.98405337110484,5.218398871297514,27.7145412013857,1.319740057208843,23,2,21,10.38100018952243,2187.186778276122
GRB071112C.qdp,4,"[nan, nan, nan, nan, nan]","[-2.416512862145626e-96, 6.94432592761393e-310, 6.94432407784006e-310, -6.063104571510692e-112, 6.94432592820523e-310]","[nan, nan, nan, nan]","[6.94432407784955e-310, 1.0156407453662973e+79, 6.94432592822104e-310, 6.94432407785903e-310]",nan,7.0851668943443205e-245,0.0,-0.0,6,10,-4,-inf,nan
GRB110201A.qdp,5,"[1.330838403770829, 3.4246689206830934, 0.22309442605449192, -1.3133381762845768, 0.9470220124194155, 1.877853876416198]","[0.05886418246463532, 0.08913418639862981, 0.04602269285302019, 0.04460316271226587, 0.01786916231175808, 0.27275675749413986]","[141.40711570073697, 598.4280864337913, 5463.903236944758, 12553.102869127108, 156747.5146165138]","[4.177737796242136, 21.127806003772953, 235.84806555081138, 94.30887171297994, 13922.947474485965]",3430.809912036979,2984.5305400515304,42.09356107017089,1.1692655852825249,48,12,36,31.506040648019578,3680.2936148841045
GRB061021.qdp,0,[1.8251745481896398],[4.426964258279527e-17],[],[],135.5640686095202,4.071805760362512e-30,1.3685760212006222e-31,-1.3685760212006222e-31,1,2,-1,nan,0.0
GRB130603B.qdp,4,"[1.6050503796906639, 4.291277140342488, 0.5233114523250026, 1.1139742577857925, 1.6246814349815368]","[0.4243812995540722, 2.224466627933192, 0.18484371525185417, 0.2934954367634282, 1.2268007123327145]","[213.556653491952, 366.32238781224027, 10582.872150269219, 78404.13029112593]","[32.05653867875452, 101.42500956969278, 8093.65578733006, 127170.61750068775]",102590.29204292275,207276.02858041538,2371.351017879581,14.285247095660125,176,10,166,488.02401062458307,20805.55473613343
GRB070810B.qdp,3,"[1.4252380881327802, 3.210590340587711, -0.13387998654386177, 1.5171086226527934]","[6.959833778288086, 0.18273939652656582, 0.24837630938038863, 0.39662130968894493]","[132.2103068072916, 1270.4911665184873, 21355.329485620437]","[20.56164108529399, 247.04794622440247, 3706.603041822539]",14131.126913169493,476780.4056019218,22.196479976682202,1.0089309080310092,30,8,22,16.26673790017313,1359.3453941331663
GRB071018.qdp,3,"[-2.9410356790148278, 8.020259674112928, 1.0111819940610607, 1.581248130256494]","[0.13270490320512185, 0.3315263483151498, 0.13072357861359707, 0.2950060832563267]","[296.56713507703716, 470.5080687997037, 22761.148785459878]","[1.7885628129926148, 27.590814182231284, 10979.54328618984]",7.676452347597385e-06,5.571932861527693e-06,2437.905930244764,6.23505353003776,399,8,391,746.2446786379631,24472.168503542187
GRB060115.qdp,4,"[0.5257033945667638, 1.5504063414484819, 0.8464039895789354, 1.3133088771196124, 1.8812545912938317]","[0.11592665605038852, 0.028850964838371844, 0.028565773016347478, 0.04809658438564689, 0.6442318878613373]","[190.7642889481147, 610.1236954153284, 25530.66219991459, 468917.8081256934]","[7.698704531348223, 80.9822457059472, 3117.978807592022, 170414.73997998552]",623.3151238277536,862.3452804653128,1824.9506918675593,4.273889208120748,437,10,427,654.7530903752071,46004.324383238956
GRB070306.qdp,4,"[1.0099914107286985, 0.4738241802828735, 0.9602851829173433, 1.4432217536636518, 1.7769674203090504]","[80862.43102693385, 0.022074966457345933, 0.03714594028175423, 0.04609570215579316, 0.14230578909999128]","[77.83685404824, 505.4509255194977, 2736.6229830179836, 69029.07520015923]","[27264190.881132092, 34.251229410163454, 578.6176541580801, 32219.587506593176]",3340.941029521128,788504935.0256761,408.2615445128673,0.9743712279543373,429,10,419,8.861911428129815,42982.10529118217
GRB101017A.qdp,3,"[1.4604258950504783, 2.5288987789069672, 0.920737820145471, 1.908207325599625]","[0.0881130475737078, 0.09343099924866755, 0.017809552053130326, 0.05076076956372224]","[132.6224101077857, 487.486672855582, 9123.965422706977]","[10.807385111541693, 28.634646565163255, 481.3797138114209]",50542.121559685576,24310.576960509294,118.29089323967011,1.258413757868831,102,8,94,39.444904563921185,10463.153052329564
GRB080916C.qdp,3,"[1.2463601237129436, 0.08883352774488762, 0.902339937330959, 2.1596419478186397]","[0.34090795556142733, 0.15858721545442764, 0.11394413206897652, 0.38099340138794646]","[385.47364582477405, 1948.5324186666394, 23715.10981303702]","[109.6464370367162, 513.6032294555325, 4137.072148196002]",406.4961617755871,732.6913677241392,20.361107765876866,0.7541151024398839,35,8,27,6.122640659582514,2011.3169748805176
GRB100606A.qdp,3,"[0.8402511515075658, 1.0672130352246503, 1.331694332699834, 1.9562723476521782]","[0.1630228853191088, 0.010665807001704703, 0.03770876183049209, 0.9013367301155459]","[259.6444284043345, 19170.042077275804, 428364.1233973282]","[51.13999815711681, 4116.088232982293, 273018.4669735325]",2253.0355447153584,1961.5767788235125,357.42378971525363,0.9455655812572847,386,8,378,-5.60520428728557,31549.03857317579
GRB090625B.qdp,2,"[1.5903594197626736, 0.8868566416807651, 2.120841384264849]","[0.04118901842892629, 0.044681215683226194, 0.14893451104057687]","[707.5174558952455, 16499.74934216747]","[133.68465898697679, 2251.6754342532026]",35955.01393643029,22789.281173704792,88.29847269831679,1.3796636359111998,70,6,64,34.52878091560936,5913.921454195503
GRB060117.qdp,0,[2.245408150688784],[0.036244835513595815],[],[],114182.59607966963,70990.4145728531,52.367907706069055,5.818656411785451,11,2,9,23.37176315811232,325.78811240170614
GRB091111.qdp,3,"[3.630340366045816, 3.1323900534356928, 0.6190265147938719, 1.9235165220748796]","[0.0, 0.10173037045570744, 0.08880661361336334, 0.11524849271424213]","[8.941382769015532e-07, 343.0364389153236, 8329.987268103863]","[3.4611084323669786e-06, 24.450296359532878, 1437.047425229772]",364535.5826567693,0.0,1207.9298540325003,6.100655828446971,206,8,198,388.52963332162824,33298.888177839624
GRB120802A.qdp,0,[0.7659065087266981],[0.003969311870980213],[],[],80.61441680514,2.8442416475892145,113.9216677901887,4.219321029266248,29,2,27,45.75055242536652,3522.2359780496736
GRB110915B.qdp,0,[1.7725593762270284],[0.20645142689695778],[],[],41681.53173024387,929197.1954595451,28.015476658378525,2.5468615143980475,13,2,11,16.153203692146352,1110.5084270866873
GRB081203A.qdp,3,"[1.6090906999435992, 2.6944695635659692, 0.6696480946534503, 2.367152450789395]","[0.2926846869768713, 0.14536873039256284, 0.24291641653828902, 1.546276830261915]","[151.2222036630408, 605.1899595110049, 3785.303080325975]","[4.464211483814605, 19.46669775484503, 5641.935523510227]",14684.774515412286,57841.25038816883,30.676196596264685,2.0450797730843124,23,8,15,32.45504634427387,757.0551142795139
GRB090107A.qdp,2,"[1.76188951189164, 0.7671676401542287, 1.4623395470264278]","[389179.25802109734, 0.032852921113475174, 0.051087809690505095]","[66.9791149007058, 5395.573832577297]","[78606868.6242817, 1087.162795516404]",135047.80721863185,99336813033.14006,2262.4452349546764,5.891784466027803,390,6,384,703.6879776879155,71767.66596915646
GRB051117B.qdp,5,"[1.0689015820439896, 0.433846812903333, 0.9195672001887276, 2.22765663378573, 0.43326214602359897, 2.0726110023410125]","[0.034156534275546366, 0.11913755791039149, 0.024364018950061322, 0.042123209285752194, 0.2242339215794718, 0.11399545474329338]","[270.2061993459382, 437.3174238263892, 3232.382201096601, 25735.05456221319, 55512.6368706255]","[17.903579455875832, 30.124727549985874, 143.3799921458273, 1664.4762012751619, 3963.6191738121156]",17401.34598519173,3015.8245598611215,808.0874756198791,0.992736456535478,826,12,814,17.978417514234778,69800.6683178673
GRB081128.qdp,2,"[2.897805835173778, 0.541607494196304, 1.0276443022298736]","[0.11146859253273925, 0.053133766003072715, 0.017285016082368144]","[155.31515416880083, 3628.1863075133742]","[11.156082895567023, 622.7742373711059]",1539777.2206202103,509823.57276714355,34.56159997569039,1.0473212113845574,39,6,33,13.803191402635743,1957.3694972098683
GRB060507.qdp,3,"[1.8970868509272836, 0.41651041934557137, 1.0951478613258139, 2.1487281932620075]","[0.50908185480404, 0.04066683046054556, 0.104097733183388, 0.1433655278611139]","[187.2651912130426, 4569.530529350531, 13769.645864775825]","[30.23647605759081, 687.6052149461148, 1439.104484242256]",30694.40846230428,75609.67723492454,58.83559445460662,0.8652293302148033,76,8,68,4.998187897958527,5957.129647945231
GRB121028A.qdp,2,"[1.7495960447645071, 0.4785407855848566, 3.302733419492779]","[0.0557327948252838, 0.010242532967573534, 0.13881785202769228]","[449.8740666971503, 27600.61129003948]","[39.08467773189554, 741.2087526532532]",15722.963325553614,3632.242906437785,32.55319376282117,1.6276596881410583,26,6,20,24.665723432978886,3465.9718794905875
GRB080430.qdp,3,"[2.274671599072424, 0.891865032396578, 0.2034931079384309, 1.4042966100672938]","[0.1050003879595772, 0.08379329488929423, 0.2875507511364076, 0.053653872934431066]","[232.15650997501947, 3430.9128863994, 6603.721211836876]","[14.230481214527499, 2939.8837117821536, 626.350125163774]",284686.81290750136,135580.91833884417,14.43385119414252,0.9021156996339075,24,8,16,13.527700071008573,2585.271956130488
GRB110519A.qdp,3,"[2.402430505835307, 0.6245224894378061, 1.06302793034169, 2.0535980831261056]","[0.5061526797366449, 0.05681118468319743, 0.029445049871075265, 0.7784139937428735]","[121.77828302692488, 3883.461928569462, 210775.6413546128]","[14.110529635811538, 1347.8428842823616, 79470.23311446412]",457143.7420433861,1036989.4391651461,87.29301861248467,1.2124030362845093,80,8,72,31.408349644567423,12226.823927980335
GRB060607A.qdp,5,"[1.345160439309767, 5.028092755157782, 0.0821411795669363, 0.8197109424465868, 1.3404183239099414, 1.870165792631556]","[174078.60716112403, 0.06192354616175505, 0.029702743318802474, 0.06481919453266928, 0.021803414731522336, 0.2393102607747498]","[120.398726676349, 554.4923741710808, 35754.42117220152, 106893.95412841141, 2452220.2053428693]","[31059533.04014978, 13.39737921485015, 3036.0176941580385, 9734.447376217871, 803235.836278857]",993686.4192696273,286419126352.56805,1598.7119172270336,1.9568077322240314,829,12,817,580.5196686100663,126310.00380003967
